p edges 1061 6549
e 51 756 2
e 51 777 1
e 51 778 1
e 51 779 1
e 51 780 1
e 51 785 1
e 51 786 1
e 51 789 1
e 51 794 1
e 51 801 1
e 51 807 1
e 51 809 1
e 51 810 1
e 51 811 1
e 51 812 1
e 51 813 1
e 51 814 1
e 51 839 2
e 51 841 1
e 51 858 1
e 51 860 1
e 51 1009 1
e 51 1028 1
e 52 11 2
e 52 51 1
e 52 53 2
e 52 54 1
e 52 75 1
e 52 77 1
e 52 406 2
e 53 9 3
e 53 11 13
e 53 36 2
e 53 44 3
e 53 51 16
e 53 54 3
e 53 74 1
e 53 75 1
e 53 95 1
e 53 115 1
e 53 121 1
e 53 127 1
e 53 174 2
e 53 203 2
e 53 209 1
e 53 229 1
e 53 230 1
e 53 233 1
e 53 235 1
e 53 240 1
e 53 241 1
e 53 246 1
e 53 247 1
e 53 264 1
e 53 266 1
e 53 276 1
e 53 318 1
e 53 328 2
e 53 379 1
e 53 507 1
e 53 600 1
e 53 613 1
e 53 614 1
e 53 754 1
e 53 756 1
e 53 789 1
e 53 794 1
e 53 805 2
e 53 811 1
e 53 839 2
e 53 860 1
e 53 989 1
e 53 1009 1
e 53 1015 1
e 54 3 2
e 54 7 2
e 54 11 2
e 54 36 1
e 54 64 1
e 54 77 2
e 54 92 1
e 54 106 1
e 54 111 2
e 54 162 2
e 54 177 4
e 54 206 1
e 54 319 2
e 54 324 1
e 54 421 2
e 54 508 2
e 54 531 3
e 54 532 10
e 54 533 4
e 54 534 3
e 54 536 10
e 54 537 4
e 54 540 4
e 54 543 4
e 54 548 3
e 54 587 2
e 54 589 2
e 54 677 2
e 54 703 1
e 54 754 1
e 54 756 1
e 54 822 1
e 54 835 1
e 54 973 2
e 54 995 2
e 55 11 3
e 55 32 1
e 55 34 1
e 55 36 1
e 55 45 2
e 55 56 1
e 55 57 1
e 55 60 4
e 55 80 1
e 55 114 2
e 55 174 1
e 55 391 1
e 55 408 2
e 55 575 1
e 55 576 1
e 56 34 1
e 56 36 1
e 56 57 1
e 57 34 1
e 57 36 1
e 58 42 2
e 58 59 2
e 59 5 3
e 59 17 1
e 59 102 1
e 59 106 1
e 59 1050 1
e 59 1052 1
e 60 7 2
e 60 9 1
e 60 11 1
e 60 46 1
e 60 48 1
e 60 54 1
e 60 59 2
e 60 111 2
e 60 484 2
e 60 710 1
e 61 62 1
e 61 63 1
e 62 63 1
e 64 62 2
e 64 65 1
e 64 589 2
e 65 11 3
e 65 48 2
e 65 51 1
e 65 53 1
e 65 63 2
e 65 66 1
e 65 74 1
e 65 426 1
e 66 11 3
e 66 51 1
e 66 53 1
e 66 67 1
e 66 68 1
e 66 69 1
e 66 117 2
e 66 426 2
e 66 614 1
e 66 616 2
e 66 652 1
e 67 11 4
e 67 68 1
e 67 69 4
e 67 90 1
e 67 91 1
e 67 92 2
e 67 93 1
e 67 361 4
e 68 54 1
e 68 64 1
e 68 69 1
e 69 10 1
e 69 48 2
e 69 211 1
e 69 369 2
e 69 513 1
e 70 10 2
e 70 71 1
e 70 72 1
e 70 73 2
e 70 185 1
e 70 186 1
e 70 750 3
e 70 751 1
e 70 826 1
e 70 827 2
e 70 828 1
e 70 829 1
e 71 11 1
e 71 72 1
e 71 73 1
e 71 364 1
e 72 11 1
e 72 73 1
e 72 79 1
e 72 829 1
e 73 65 1
e 74 11 1
e 74 77 1
e 74 79 1
e 75 9 4
e 75 11 29
e 75 36 3
e 75 44 3
e 75 46 2
e 75 48 1
e 75 53 1
e 75 54 4
e 75 74 1
e 75 76 1
e 75 77 29
e 75 78 1
e 75 79 1
e 75 117 2
e 75 121 1
e 75 156 1
e 75 174 1
e 75 328 1
e 75 404 1
e 75 421 2
e 75 461 1
e 75 469 2
e 75 500 1
e 75 504 1
e 75 509 1
e 75 573 1
e 75 710 2
e 75 811 1
e 75 814 1
e 75 815 1
e 75 839 2
e 75 840 2
e 75 860 1
e 75 985 1
e 75 989 1
e 75 1015 1
e 75 1036 1
e 75 1037 1
e 75 1038 1
e 75 1061 1
e 76 11 1
e 76 77 1
e 76 78 1
e 77 34 1
e 77 36 1
e 77 45 1
e 77 46 2
e 77 54 1
e 77 75 7
e 77 78 1
e 77 140 1
e 77 145 1
e 77 153 1
e 77 156 1
e 77 174 1
e 77 394 1
e 77 406 1
e 77 509 1
e 77 814 1
e 77 841 1
e 77 1036 1
e 77 1061 1
e 79 11 3
e 79 48 1
e 79 77 1
e 79 117 1
e 80 10 2
e 80 11 6
e 80 53 1
e 80 54 1
e 80 75 2
e 80 77 2
e 80 81 1
e 80 82 1
e 80 89 1
e 80 469 2
e 80 575 1
e 80 576 1
e 80 578 2
e 80 579 2
e 81 82 1
e 82 11 1
e 82 80 1
e 82 89 1
e 83 6 1
e 83 7 1
e 83 11 2
e 83 59 2
e 83 84 1
e 83 85 3
e 83 88 1
e 83 153 1
e 83 156 1
e 84 59 1
e 84 85 1
e 84 102 2
e 85 6 1
e 85 7 1
e 85 11 2
e 85 59 2
e 85 83 1
e 85 153 1
e 85 236 1
e 86 7 1
e 86 87 1
e 86 88 1
e 87 7 1
e 87 88 1
e 88 59 1
e 88 85 1
e 89 7 2
e 89 88 2
e 90 10 1
e 90 11 1
e 90 69 1
e 90 91 1
e 91 10 1
e 91 11 1
e 91 54 1
e 91 69 1
e 91 92 1
e 92 11 2
e 92 36 2
e 92 66 2
e 92 67 2
e 92 361 2
e 92 369 2
e 93 10 1
e 93 11 1
e 93 65 1
e 93 69 1
e 94 10 1
e 94 11 2
e 94 69 1
e 94 95 1
e 94 96 1
e 95 9 2
e 95 10 3
e 95 11 9
e 95 14 1
e 95 16 1
e 95 21 2
e 95 24 2
e 95 32 1
e 95 34 1
e 95 36 1
e 95 51 1
e 95 60 2
e 95 96 1
e 95 174 2
e 95 212 1
e 95 418 1
e 95 718 2
e 95 719 2
e 96 11 1
e 97 32 1
e 97 54 2
e 97 60 1
e 97 992 1
e 97 1010 1
e 97 1012 1
e 98 5 2
e 98 7 2
e 98 43 2
e 98 54 2
e 98 59 2
e 98 99 1
e 98 100 1
e 98 101 3
e 98 102 3
e 98 115 2
e 98 197 2
e 98 585 2
e 99 5 2
e 99 7 6
e 99 41 1
e 99 42 1
e 99 59 1
e 99 100 8
e 99 101 1
e 99 132 1
e 99 177 2
e 99 232 1
e 99 237 1
e 99 238 1
e 99 239 1
e 99 242 1
e 99 249 1
e 99 320 2
e 99 337 1
e 99 604 1
e 99 676 1
e 99 719 1
e 99 976 1
e 100 5 10
e 100 6 10
e 100 59 1
e 100 99 16
e 100 176 1
e 100 177 1
e 100 219 10
e 100 232 2
e 100 236 4
e 100 237 4
e 100 238 1
e 100 239 1
e 100 242 1
e 100 244 1
e 100 245 1
e 100 248 1
e 100 249 1
e 100 253 1
e 100 337 1
e 100 604 1
e 100 675 1
e 100 676 1
e 100 1051 1
e 100 1053 1
e 101 5 4
e 101 7 24
e 101 17 1
e 101 30 2
e 101 41 1
e 101 42 1
e 101 43 2
e 101 59 2
e 101 84 2
e 101 99 1
e 101 102 26
e 101 130 1
e 101 131 1
e 101 132 1
e 101 134 3
e 101 156 1
e 101 177 1
e 101 178 1
e 101 200 3
e 101 327 1
e 101 337 1
e 101 399 2
e 101 412 1
e 101 415 2
e 101 498 1
e 101 503 1
e 101 584 1
e 101 719 1
e 101 842 2
e 101 976 1
e 102 43 2
e 102 59 1
e 102 101 2
e 102 153 1
e 102 156 1
e 102 395 1
e 102 412 1
e 102 842 2
e 103 11 1
e 103 24 1
e 103 104 1
e 104 11 1
e 104 24 1
e 104 105 2
e 105 59 1
e 105 106 1
e 106 98 2
e 106 115 2
e 106 156 2
e 106 177 2
e 106 178 2
e 106 187 2
e 106 188 4
e 106 351 2
e 107 40 1
e 107 108 1
e 107 109 2
e 107 110 3
e 107 111 13
e 107 112 1
e 107 192 5
e 107 196 1
e 107 217 1
e 107 226 1
e 107 228 11
e 107 257 1
e 107 258 1
e 107 262 1
e 107 272 1
e 107 278 1
e 107 280 1
e 107 282 1
e 107 308 11
e 107 309 1
e 107 382 1
e 107 383 1
e 108 109 1
e 108 110 1
e 108 111 1
e 108 112 1
e 109 40 1
e 109 107 11
e 109 110 2
e 109 111 21
e 109 112 1
e 109 192 5
e 109 194 5
e 109 196 1
e 109 216 12
e 109 217 1
e 109 218 1
e 109 228 11
e 109 240 1
e 109 241 1
e 109 246 1
e 109 257 1
e 109 262 1
e 109 264 1
e 109 266 1
e 109 268 3
e 109 270 1
e 109 272 1
e 109 274 3
e 109 276 1
e 109 278 1
e 109 305 2
e 109 307 12
e 109 308 11
e 109 309 2
e 109 310 4
e 109 311 3
e 109 312 2
e 109 313 2
e 109 314 2
e 109 317 2
e 109 482 1
e 109 483 1
e 109 484 1
e 109 995 7
e 109 996 7
e 110 107 19
e 110 109 11
e 110 111 13
e 110 112 1
e 110 192 5
e 110 194 5
e 110 216 11
e 110 217 19
e 110 226 1
e 110 228 11
e 110 256 2
e 110 257 4
e 110 258 19
e 110 259 2
e 110 260 2
e 110 261 2
e 110 262 4
e 110 267 2
e 110 268 4
e 110 271 2
e 110 272 3
e 110 273 2
e 110 274 4
e 110 277 2
e 110 278 3
e 110 279 2
e 110 280 3
e 110 281 2
e 110 282 3
e 110 307 11
e 110 308 11
e 110 309 1
e 110 310 3
e 110 311 2
e 111 11 2
e 111 34 1
e 111 40 2
e 111 48 1
e 111 112 1
e 111 192 5
e 111 216 10
e 111 218 3
e 111 228 27
e 111 255 2
e 111 268 1
e 111 272 1
e 111 274 1
e 111 278 1
e 111 296 2
e 111 298 2
e 111 300 2
e 111 302 2
e 111 304 2
e 111 308 11
e 111 309 2
e 111 310 1
e 111 311 1
e 111 482 2
e 111 484 2
e 111 994 2
e 111 995 9
e 112 40 4
e 112 46 2
e 112 111 2
e 112 216 2
e 112 228 2
e 112 585 2
e 113 9 1
e 113 44 1
e 113 51 1
e 113 53 1
e 113 114 1
e 113 115 1
e 114 60 2
e 114 108 2
e 114 115 1
e 114 174 2
e 114 408 2
e 115 54 1
e 115 106 2
e 115 170 1
e 116 10 1
e 116 11 2
e 116 54 1
e 116 117 1
e 116 322 2
e 116 419 2
e 117 11 5
e 117 45 1
e 117 48 2
e 117 49 1
e 117 54 2
e 117 77 2
e 117 116 1
e 117 174 1
e 117 357 1
e 117 376 1
e 117 419 2
e 118 11 1
e 118 51 1
e 118 53 1
e 118 119 1
e 119 53 1
e 120 11 2
e 120 51 1
e 120 53 1
e 120 75 1
e 120 77 1
e 120 121 2
e 121 11 2
e 121 51 1
e 121 77 1
e 122 9 1
e 122 11 2
e 122 123 2
e 122 124 2
e 122 125 1
e 122 126 1
e 123 11 2
e 123 24 1
e 123 124 1
e 123 125 1
e 123 154 1
e 123 155 1
e 123 156 1
e 123 1008 1
e 124 11 2
e 124 123 1
e 124 125 1
e 125 11 1
e 125 24 1
e 125 1017 1
e 126 11 1
e 126 123 1
e 126 124 1
e 127 34 1
e 127 36 1
e 127 128 1
e 127 129 1
e 127 130 2
e 128 34 1
e 128 36 1
e 128 129 1
e 130 7 1
e 130 102 1
e 130 131 1
e 131 6 3
e 131 7 4
e 131 42 1
e 131 101 1
e 131 102 2
e 132 6 3
e 132 7 5
e 132 100 1
e 132 101 1
e 132 102 2
e 132 133 2
e 132 134 1
e 133 6 2
e 133 7 2
e 133 101 2
e 133 102 2
e 133 134 2
e 134 7 3
e 134 42 1
e 134 102 3
e 134 150 1
e 135 10 2
e 135 11 3
e 135 51 1
e 135 53 1
e 135 127 1
e 136 41 1
e 136 42 1
e 136 137 1
e 136 138 1
e 137 7 1
e 137 20 1
e 137 26 1
e 137 138 1
e 137 175 1
e 137 178 1
e 138 7 2
e 138 139 2
e 139 9 1
e 139 11 1
e 139 45 1
e 139 54 1
e 139 126 1
e 139 140 1
e 139 142 1
e 139 171 1
e 140 10 2
e 140 11 2
e 140 53 1
e 140 54 2
e 140 75 1
e 140 135 2
e 141 11 2
e 141 45 1
e 141 54 2
e 141 139 1
e 141 142 1
e 141 160 2
e 142 11 3
e 142 34 2
e 142 36 2
e 142 54 1
e 142 169 2
e 143 7 2
e 143 99 1
e 143 100 1
e 143 101 1
e 143 102 1
e 143 132 2
e 144 11 2
e 144 51 1
e 144 53 1
e 144 75 1
e 144 77 1
e 144 145 2
e 145 53 1
e 145 75 1
e 145 143 2
e 146 11 2
e 146 51 1
e 146 53 1
e 146 54 2
e 146 75 1
e 146 77 1
e 146 140 2
e 147 6 3
e 147 7 3
e 147 42 1
e 147 99 1
e 147 100 1
e 147 131 2
e 148 39 1
e 148 149 1
e 149 39 1
e 150 42 1
e 151 45 1
e 151 134 2
e 151 148 2
e 151 152 1
e 152 45 1
e 152 149 2
e 152 150 2
e 153 9 1
e 153 75 1
e 153 101 1
e 153 106 2
e 153 123 1
e 153 154 1
e 153 155 1
e 153 156 10
e 153 188 2
e 153 350 2
e 153 691 2
e 154 155 1
e 154 156 1
e 155 156 1
e 155 583 2
e 156 11 1
e 156 85 1
e 156 153 1
e 157 2 1
e 157 3 2
e 157 4 1
e 157 158 1
e 157 159 6
e 157 160 1
e 157 161 1
e 157 162 1
e 157 510 2
e 157 511 2
e 157 514 2
e 157 515 2
e 157 637 1
e 157 638 1
e 158 2 1
e 158 3 3
e 158 4 1
e 158 159 1
e 158 160 1
e 158 161 1
e 158 162 1
e 159 2 1
e 159 3 2
e 159 160 1
e 159 161 1
e 159 162 1
e 159 511 2
e 159 515 2
e 159 521 1
e 159 522 1
e 159 529 1
e 159 638 1
e 160 3 2
e 160 161 1
e 160 162 2
e 160 694 1
e 161 3 3
e 161 162 1
e 163 7 2
e 163 26 1
e 163 28 1
e 163 30 1
e 163 164 1
e 163 165 1
e 164 28 1
e 164 30 1
e 164 165 1
e 165 30 1
e 166 7 2
e 166 10 1
e 166 11 4
e 166 32 1
e 166 34 1
e 166 36 1
e 166 139 1
e 166 163 2
e 166 167 1
e 166 168 1
e 166 170 2
e 166 171 1
e 167 34 1
e 167 36 1
e 167 168 1
e 168 36 1
e 169 11 2
e 169 36 2
e 169 166 2
e 169 170 2
e 170 10 2
e 170 11 3
e 170 106 1
e 170 115 1
e 170 350 1
e 170 585 2
e 171 11 2
e 171 48 2
e 171 54 2
e 171 505 2
e 172 10 1
e 172 173 1
e 172 174 1
e 173 174 1
e 174 11 3
e 174 34 1
e 174 36 1
e 174 48 2
e 174 49 1
e 174 54 2
e 174 60 4
e 174 75 1
e 174 115 2
e 174 291 2
e 174 369 1
e 174 412 2
e 174 444 1
e 174 483 2
e 174 531 1
e 174 533 1
e 174 578 2
e 174 702 2
e 174 703 2
e 174 706 1
e 174 1036 1
e 175 7 1
e 175 99 1
e 175 100 1
e 175 176 1
e 175 177 1
e 175 178 1
e 176 41 1
e 176 42 1
e 176 99 1
e 176 136 1
e 176 177 1
e 177 6 1
e 177 7 1
e 177 26 1
e 177 54 3
e 177 98 2
e 177 106 1
e 177 115 1
e 177 187 2
e 177 488 2
e 177 489 4
e 177 491 2
e 178 6 1
e 178 7 5
e 178 11 1
e 178 20 1
e 178 26 1
e 178 32 1
e 178 99 1
e 178 177 8
e 178 187 2
e 178 190 2
e 178 320 1
e 178 565 2
e 178 567 2
e 178 743 1
e 179 7 2
e 179 26 1
e 179 28 1
e 179 30 1
e 179 180 1
e 179 181 1
e 180 28 1
e 180 30 1
e 180 181 1
e 181 30 1
e 182 34 1
e 182 36 1
e 182 183 1
e 183 36 1
e 184 11 2
e 184 50 2
e 184 70 1
e 184 185 1
e 184 186 1
e 184 829 2
e 185 11 2
e 185 31 2
e 185 186 1
e 185 829 2
e 186 174 2
e 187 5 1
e 187 20 1
e 187 673 1
e 188 6 2
e 188 98 2
e 188 106 2
e 188 115 1
e 188 156 2
e 188 170 1
e 188 350 1
e 189 177 2
e 189 178 2
e 189 190 2
e 190 177 2
e 191 37 1
e 191 113 2
e 191 192 1
e 191 193 1
e 191 194 1
e 191 196 2
e 192 37 1
e 192 193 1
e 192 194 1
e 193 194 1
e 194 107 5
e 194 111 5
e 194 192 5
e 194 228 5
e 194 274 1
e 194 307 5
e 194 308 5
e 194 310 2
e 194 311 1
e 195 5 2
e 195 41 2
e 195 99 1
e 195 100 1
e 195 101 1
e 195 102 1
e 195 113 2
e 195 197 2
e 196 110 1
e 196 111 1
e 196 112 2
e 196 113 2
e 196 201 2
e 196 585 2
e 197 7 1
e 197 20 1
e 197 97 2
e 197 113 2
e 197 195 2
e 197 585 2
e 198 187 1
e 198 199 1
e 199 7 3
e 199 101 3
e 199 102 3
e 199 187 1
e 199 200 3
e 199 327 1
e 199 412 1
e 200 5 4
e 200 102 3
e 200 198 2
e 200 417 2
e 201 11 2
e 201 97 2
e 201 98 2
e 201 112 2
e 201 113 6
e 201 191 2
e 201 195 2
e 201 196 2
e 201 197 6
e 201 585 2
e 201 980 2
e 202 11 4
e 202 14 1
e 202 51 2
e 202 53 2
e 202 95 2
e 202 203 2
e 202 212 1
e 203 211 1
e 204 36 1
e 204 54 2
e 204 205 3
e 205 11 1
e 205 32 1
e 205 36 1
e 205 48 1
e 205 54 2
e 205 208 1
e 206 7 2
e 206 9 1
e 206 10 4
e 206 11 2
e 206 24 2
e 206 34 1
e 206 36 1
e 206 60 1
e 206 174 1
e 206 207 1
e 206 318 2
e 206 325 2
e 206 401 1
e 206 402 1
e 206 408 2
e 206 413 2
e 206 418 1
e 206 419 1
e 206 549 2
e 206 626 2
e 206 757 1
e 206 872 1
e 207 11 1
e 207 24 1
e 207 95 1
e 207 202 1
e 207 212 1
e 208 11 1
e 208 203 1
e 208 209 1
e 208 210 1
e 208 211 1
e 209 10 8
e 209 11 1
e 209 69 1
e 209 203 1
e 209 210 1
e 209 211 9
e 209 369 1
e 209 513 1
e 209 517 1
e 209 518 1
e 209 519 1
e 209 520 1
e 209 525 1
e 209 528 1
e 209 530 1
e 210 34 1
e 210 54 1
e 210 203 1
e 210 211 1
e 210 611 2
e 211 53 1
e 211 209 1
e 212 9 2
e 212 10 2
e 212 11 9
e 212 34 1
e 212 36 2
e 212 45 1
e 212 48 1
e 212 54 1
e 212 60 2
e 212 95 3
e 212 115 1
e 212 174 3
e 212 213 1
e 212 214 1
e 212 381 2
e 212 408 2
e 212 418 2
e 212 448 1
e 212 470 1
e 212 549 1
e 212 577 1
e 212 597 1
e 212 612 1
e 212 819 2
e 213 34 1
e 213 36 1
e 213 214 1
e 214 36 1
e 215 7 2
e 215 36 1
e 215 75 1
e 215 111 2
e 215 218 2
e 215 502 2
e 216 40 2
e 216 107 11
e 216 111 18
e 216 192 5
e 216 194 5
e 216 217 1
e 216 218 1
e 216 225 2
e 216 228 17
e 216 257 1
e 216 262 1
e 216 274 2
e 216 306 2
e 216 307 11
e 216 308 11
e 216 309 1
e 216 310 3
e 216 311 2
e 217 11 1
e 217 32 1
e 217 34 1
e 217 111 2
e 217 218 1
e 217 255 1
e 217 257 2
e 217 258 19
e 217 260 2
e 217 262 2
e 217 268 2
e 217 272 2
e 217 274 2
e 217 278 2
e 217 280 2
e 217 282 2
e 219 5 10
e 219 6 10
e 219 17 2
e 219 20 4
e 219 99 10
e 219 220 2
e 219 221 2
e 219 231 2
e 219 232 1
e 219 237 1
e 219 238 1
e 219 239 1
e 219 242 1
e 219 244 1
e 219 245 1
e 219 248 1
e 219 249 1
e 219 253 1
e 220 20 2
e 220 221 2
e 221 5 10
e 221 6 10
e 221 99 10
e 221 100 10
e 221 219 10
e 221 232 2
e 221 236 4
e 221 237 4
e 221 238 1
e 221 239 1
e 221 242 1
e 221 244 3
e 221 245 1
e 221 248 1
e 221 249 1
e 221 253 1
e 222 11 16
e 222 21 2
e 222 24 4
e 222 223 2
e 222 224 2
e 222 235 2
e 222 243 2
e 222 247 2
e 222 251 2
e 222 263 2
e 222 265 2
e 222 269 2
e 222 275 2
e 222 292 2
e 223 9 14
e 223 10 14
e 223 24 16
e 223 51 14
e 223 53 14
e 223 54 2
e 223 224 2
e 223 229 2
e 223 230 2
e 223 233 2
e 223 234 1
e 223 235 2
e 223 240 2
e 223 241 1
e 223 243 1
e 223 246 2
e 223 247 2
e 223 250 1
e 223 251 1
e 223 252 1
e 223 254 1
e 225 107 1
e 225 110 1
e 225 111 2
e 225 226 1
e 225 228 2
e 227 111 2
e 227 216 2
e 227 225 2
e 227 228 2
e 228 40 2
e 228 192 5
e 228 216 10
e 228 296 2
e 228 298 2
e 228 300 2
e 228 302 2
e 228 304 2
e 228 309 1
e 229 9 1
e 229 10 1
e 229 24 1
e 229 53 1
e 229 254 1
e 229 256 1
e 230 9 1
e 230 10 1
e 230 24 1
e 230 53 1
e 230 252 1
e 231 5 1
e 231 6 1
e 231 7 1
e 231 20 2
e 231 99 1
e 231 100 1
e 231 219 1
e 231 221 1
e 231 232 1
e 232 5 1
e 232 6 1
e 232 99 1
e 232 219 1
e 232 253 1
e 233 9 1
e 233 10 1
e 233 24 1
e 233 53 1
e 233 234 1
e 233 261 1
e 234 53 1
e 234 259 1
e 235 9 1
e 235 10 1
e 235 24 1
e 235 34 2
e 235 36 2
e 235 53 1
e 235 233 1
e 235 241 2
e 236 5 4
e 236 6 6
e 236 11 1
e 236 83 1
e 236 99 4
e 236 219 4
e 236 237 2
e 236 238 1
e 236 239 1
e 236 245 1
e 236 249 1
e 236 666 1
e 236 667 1
e 236 724 1
e 236 726 1
e 237 5 3
e 237 6 3
e 237 99 3
e 237 219 3
e 237 238 1
e 237 239 1
e 237 242 1
e 237 287 1
e 238 283 1
e 239 284 1
e 240 9 2
e 240 10 2
e 240 24 6
e 240 36 2
e 240 53 2
e 240 111 1
e 240 206 1
e 240 241 5
e 240 246 4
e 240 270 1
e 240 272 1
e 240 393 1
e 240 650 1
e 240 653 1
e 240 654 1
e 240 757 1
e 240 995 1
e 240 996 1
e 241 10 1
e 241 24 4
e 241 53 1
e 241 111 1
e 241 246 4
e 241 266 1
e 241 309 1
e 241 393 1
e 241 650 1
e 241 653 1
e 241 654 1
e 241 995 1
e 241 996 1
e 242 285 1
e 243 9 1
e 243 10 1
e 243 24 1
e 243 34 2
e 243 36 2
e 243 51 1
e 243 53 2
e 243 223 1
e 243 235 1
e 243 240 2
e 243 271 1
e 244 5 2
e 244 6 2
e 244 99 3
e 244 100 2
e 244 219 2
e 244 236 1
e 244 237 1
e 244 245 1
e 244 289 1
e 245 99 1
e 245 286 1
e 246 9 1
e 246 10 2
e 246 24 6
e 246 53 2
e 246 111 1
e 246 240 1
e 246 276 1
e 246 278 1
e 246 393 1
e 246 581 1
e 246 650 1
e 246 653 1
e 246 654 1
e 246 995 1
e 246 996 1
e 247 9 1
e 247 10 1
e 247 24 1
e 247 34 2
e 247 36 2
e 247 53 1
e 247 243 1
e 247 246 2
e 247 277 1
e 248 5 2
e 248 6 3
e 248 7 2
e 248 99 3
e 248 100 2
e 248 219 2
e 248 221 2
e 248 236 1
e 248 244 1
e 248 249 1
e 248 290 1
e 249 288 1
e 250 9 1
e 250 10 2
e 250 11 1
e 250 24 5
e 250 51 1
e 250 53 2
e 250 223 1
e 250 240 4
e 250 241 4
e 250 246 5
e 250 264 4
e 250 266 4
e 250 270 4
e 250 322 1
e 250 393 1
e 250 394 1
e 250 650 1
e 250 653 1
e 250 654 1
e 251 9 1
e 251 10 2
e 251 11 3
e 251 24 1
e 251 51 1
e 251 53 2
e 251 223 1
e 251 247 1
e 251 279 1
e 252 9 1
e 252 10 2
e 252 11 1
e 252 24 5
e 252 51 1
e 252 53 2
e 252 223 1
e 252 240 4
e 252 241 4
e 252 246 4
e 252 250 5
e 252 264 4
e 252 266 4
e 252 270 4
e 252 322 1
e 252 393 1
e 252 394 1
e 252 650 1
e 252 653 1
e 252 654 1
e 253 5 1
e 253 6 2
e 253 7 1
e 253 99 2
e 253 100 1
e 253 219 1
e 253 221 1
e 253 248 1
e 254 9 1
e 254 10 2
e 254 11 1
e 254 24 1
e 254 51 1
e 254 53 2
e 254 223 1
e 254 251 1
e 254 281 1
e 255 11 2
e 255 107 1
e 255 109 7
e 255 110 19
e 255 111 7
e 255 217 19
e 255 240 1
e 255 241 1
e 255 246 1
e 255 256 2
e 255 257 2
e 255 258 19
e 255 259 2
e 255 260 2
e 255 261 2
e 255 262 2
e 255 264 1
e 255 266 1
e 255 267 2
e 255 268 3
e 255 270 1
e 255 271 2
e 255 272 3
e 255 273 2
e 255 274 3
e 255 276 1
e 255 277 2
e 255 278 3
e 255 279 2
e 255 280 2
e 255 281 2
e 255 282 2
e 255 309 1
e 255 310 1
e 255 311 1
e 255 995 7
e 255 996 7
e 256 217 2
e 256 257 2
e 256 258 2
e 257 107 1
e 257 111 1
e 257 228 1
e 257 258 2
e 257 308 1
e 258 262 2
e 258 274 2
e 258 278 2
e 259 217 2
e 259 258 2
e 259 260 2
e 260 258 2
e 260 307 1
e 260 308 1
e 260 317 1
e 261 217 2
e 261 258 2
e 261 262 2
e 262 107 1
e 262 111 1
e 262 228 1
e 262 308 1
e 262 309 1
e 263 34 2
e 263 36 2
e 263 264 2
e 264 24 4
e 264 36 2
e 264 111 1
e 264 240 4
e 264 241 4
e 264 246 4
e 264 266 4
e 264 310 1
e 264 393 1
e 264 650 1
e 264 653 1
e 264 654 1
e 264 995 1
e 264 996 1
e 265 34 2
e 265 36 2
e 265 266 2
e 266 10 1
e 266 24 4
e 266 36 2
e 266 53 1
e 266 111 1
e 266 240 4
e 266 241 4
e 266 246 4
e 266 264 1
e 266 311 1
e 266 393 1
e 266 650 1
e 266 653 1
e 266 654 1
e 266 995 1
e 266 996 1
e 267 217 2
e 267 258 2
e 267 268 2
e 268 107 2
e 268 111 2
e 268 192 1
e 268 194 1
e 268 216 2
e 268 228 2
e 268 258 2
e 268 307 2
e 268 308 2
e 268 995 1
e 269 34 2
e 269 36 2
e 269 267 1
e 269 270 2
e 270 24 4
e 270 36 2
e 270 53 1
e 270 111 1
e 270 240 4
e 270 241 4
e 270 246 4
e 270 264 4
e 270 266 4
e 270 268 1
e 270 393 1
e 270 650 1
e 270 653 1
e 270 654 1
e 270 995 1
e 270 996 1
e 271 217 2
e 271 258 2
e 271 272 2
e 272 258 2
e 272 308 1
e 272 313 1
e 273 217 2
e 273 258 2
e 273 274 2
e 274 107 2
e 274 111 2
e 274 192 1
e 274 228 2
e 274 308 2
e 275 34 2
e 275 36 2
e 275 273 1
e 275 276 2
e 276 111 1
e 276 274 1
e 276 995 1
e 276 996 1
e 277 217 2
e 277 258 2
e 277 278 2
e 278 308 1
e 278 314 1
e 279 217 2
e 279 258 2
e 279 280 2
e 280 258 2
e 280 307 1
e 280 308 1
e 280 315 1
e 281 217 2
e 281 258 2
e 281 282 2
e 282 258 2
e 282 307 1
e 282 308 1
e 282 316 1
e 283 11 2
e 283 222 2
e 283 263 2
e 284 11 2
e 284 222 2
e 284 265 2
e 285 11 2
e 285 222 2
e 285 235 2
e 286 11 2
e 286 222 2
e 286 269 2
e 287 11 2
e 287 222 2
e 287 243 2
e 288 11 2
e 288 222 2
e 288 275 2
e 289 11 2
e 289 222 2
e 289 247 2
e 290 10 2
e 290 11 2
e 290 222 2
e 290 251 2
e 291 9 2
e 291 10 19
e 291 11 3
e 291 15 1
e 291 53 17
e 291 174 2
e 291 236 2
e 291 240 1
e 291 241 1
e 291 246 1
e 291 264 1
e 291 266 2
e 291 270 1
e 291 276 1
e 291 335 1
e 291 572 1
e 291 578 12
e 291 582 1
e 291 672 1
e 291 691 2
e 291 702 4
e 291 703 2
e 291 704 2
e 291 705 2
e 291 706 3
e 291 707 1
e 291 721 1
e 291 754 1
e 291 756 1
e 291 777 1
e 291 778 1
e 291 779 1
e 291 780 1
e 291 785 1
e 291 786 1
e 291 790 2
e 291 794 1
e 291 801 1
e 291 807 2
e 291 809 1
e 291 811 1
e 291 813 1
